Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
1.0,0.17003302485908775,-0.07905158935313229,-0.037414925796481716,-0.05298977742447831,0.03139997806205815,0.10433334463734824,-0.08249297515786005,0.10897364628477665,-0.04293698606198453,0.0941584481654201,0.09074007541281061,0.13433682796996724,-0.13974136232228201,0.10162000728949964,0.016969242371668216,-0.04787636018532709,-0.05092905266948341,0.24346826571864802,0.20939999061719777
0.17003302485908775,1.0,-0.6963593137699746,-0.19655717665526176,0.4048767611266021,0.38186350339004915,0.25676194760492504,-0.15758580377505788,0.5676935475459853,-0.22252911595117544,0.46555580597719776,0.21808637369167103,0.47949486434158606,-0.5565562534006933,0.4614551926207384,-0.021538108386786287,-0.477183191572333,-0.471583604800997,0.7247759785960587,0.7519754627367001
-0.07905158935313229,-0.6963593137699746,1.0,0.07875601172497765,-0.1958481961911459,-0.24285952827882812,-0.162476325212737,0.031176411911794676,-0.3870167837292249,0.0941461271562435,-0.2748228146200226,-0.11528068862748996,-0.27513135792639193,0.5238205079026229,-0.29604931804147827,-0.013646971624913455,0.3029037867859541,0.3084572699415423,-0.4576256383146825,-0.4546119317239329
-0.037414925796481716,-0.19655717665526176,0.07875601172497765,1.0,-0.11563767706577414,-0.08561222162959511,-0.22356628100884832,0.5011283418160044,-0.2272788875494043,0.996628882039801,-0.1706885594356424,-0.12861634153519746,-0.17517149631802648,0.025231318436954683,-0.10842736256904731,0.5568013322696053,0.4657108825308255,0.4713501390114723,-0.14513925946612266,-0.19371975146590406
-0.05298977742447831,0.4048767611266021,-0.1958481961911459,-0.11563767706577414,1.0,0.3412853128206659,0.0875487111906561,-0.05182667441500848,0.33040846016400754,-0.11237039654316403,0.22173379729518988,0.296941560200734,0.22202017053313264,-0.048844562778763,0.3547120863708556,-0.03525234223443842,-0.42879525655842005,-0.4174136294425401,0.4500397064826016,0.5473783793616647
0.03139997806205815,0.38186350339004915,-0.24285952827882812,-0.08561222162959511,0.3412853128206659,1.0,0.016273692792144804,-0.0565956769410405,0.22869975297324474,-0.08785230551495221,0.14725946295452458,0.17441968916392506,0.1436244260871076,-0.09785681892238582,0.8993726409895431,-0.025661888014598393,-0.25136863082177174,-0.25290458661082915,0.381952444210096,0.38968714836219726
0.10433334463734824,0.25676194760492504,-0.162476325212737,-0.22356628100884832,0.0875487111906561,0.016273692792144804,1.0,-0.1205293716937627,0.15037953172038906,-0.23312625082276076,0.4861707725235007,0.0582803044850367,0.6114949490184257,-0.11267544794638552,0.08390321182396186,-0.12332095182824773,-0.12042920516724735,-0.12495992874936834,0.19954923820662285,0.23111654599576964
-0.08249297515786005,-0.15758580377505788,0.031176411911794676,0.5011283418160044,-0.05182667441500848,-0.0565956769410405,-0.1205293716937627,1.0,-0.1759770630607265,0.5078087068586805,-0.13616601367518155,-0.10624058839447104,-0.14188193759451603,0.03089871787284502,-0.07646605277755775,0.2659660869011632,0.224808308191739,0.2210721996503451,-0.1295681761022926,-0.1372245300047902
0.10897364628477665,0.5676935475459853,-0.3870167837292249,-0.2272788875494043,0.33040846016400754,0.22869975297324474,0.15037953172038906,-0.1759770630607265,1.0,-0.2376685216405406,0.28456876408699044,0.24250260422170766,0.2831473356173473,-0.24371653071097427,0.3015573944915536,-0.0723010231822084,-0.532024749961629,-0.5389105726503011,0.5087737457255597,0.5469610416788191
-0.04293698606198453,-0.22252911595117544,0.0941461271562435,0.996628882039801,-0.11237039654316403,-0.08785230551495221,-0.23312625082276076,0.5078087068586805,-0.2376685216405406,1.0,-0.18872021297011538,-0.13014831179535247,-0.1956682875622804,0.03806151235725247,-0.112081252998072,0.5444226494309661,0.4677890511227634,0.4722628266500922,-0.16330479172222717,-0.2093732850880658
0.0941584481654201,0.46555580597719776,-0.2748228146200226,-0.1706885594356424,0.22173379729518988,0.14725946295452458,0.4861707725235007,-0.13616601367518155,0.28456876408699044,-0.18872021297011538,1.0,0.13733024931252152,0.6735533206902251,-0.15955954190388166,0.21197556616324342,-0.038540247634931454,-0.2218234390883242,-0.22259176270446596,0.381077721327667,0.4178664084345086
0.09074007541281061,0.21808637369167103,-0.11528068862748996,-0.12861634153519746,0.296941560200734,0.17441968916392506,0.0582803044850367,-0.10624058839447104,0.24250260422170766,-0.13014831179535247,0.13733024931252152,1.0,0.15275352374129705,-0.00138883589293386,0.138364222194077,-0.07966183799647307,-0.27710060655418806,-0.2837736048713686,0.1666820453157162,0.24638429894996627
0.13433682796996724,0.47949486434158606,-0.27513135792639193,-0.17517149631802648,0.22202017053313264,0.1436244260871076,0.6114949490184257,-0.14188193759451603,0.2831473356173473,-0.1956682875622804,0.6735533206902251,0.15275352374129705,1.0,-0.16486009453760775,0.20066555718021042,-0.028443781329561484,-0.22951825634457443,-0.2227427966311492,0.40145580298271427,0.42533229813496043
-0.13974136232228201,-0.5565562534006933,0.5238205079026229,0.025231318436954683,-0.048844562778763,-0.09785681892238582,-0.11267544794638552,0.03089871787284502,-0.24371653071097427,0.03806151235725247,-0.15955954190388166,-0.00138883589293386,-0.16486009453760775,1.0,-0.13649081864800228,-0.027854289915693706,0.20406358839500768,0.2072832457278152,-0.24951949663316528,-0.22042871642992223
0.10162000728949964,0.4614551926207384,-0.29604931804147827,-0.10842736256904731,0.3547120863708556,0.8993726409895431,0.08390321182396186,-0.07646605277755775,0.3015573944915536,-0.112081252998072,0.21197556616324342,0.138364222194077,0.20066555718021042,-0.13649081864800228,1.0,-0.02826967094830596,-0.28569716799961453,-0.2905390124909193,0.4603414790172703,0.44827282945072383
0.016969242371668216,-0.021538108386786287,-0.013646971624913455,0.5568013322696053,-0.03525234223443842,-0.025661888014598393,-0.12332095182824773,0.2659660869011632,-0.0723010231822084,0.5444226494309661,-0.038540247634931454,-0.07966183799647307,-0.028443781329561484,-0.027854289915693706,-0.02826967094830596,1.0,0.25394375159417654,0.25140296762466824,-0.008734835739697097,-0.031667638420366795
-0.04787636018532709,-0.477183191572333,0.3029037867859541,0.4657108825308255,-0.42879525655842005,-0.25136863082177174,-0.12042920516724735,0.224808308191739,-0.532024749961629,0.4677890511227634,-0.2218234390883242,-0.27710060655418806,-0.22951825634457443,0.20406358839500768,-0.28569716799961453,0.25394375159417654,1.0,0.93910199219146,-0.4224290872604978,-0.47165157027362814
-0.05092905266948341,-0.471583604800997,0.3084572699415423,0.4713501390114723,-0.4174136294425401,-0.25290458661082915,-0.12495992874936834,0.2210721996503451,-0.5389105726503011,0.4722628266500922,-0.22259176270446596,-0.2837736048713686,-0.2227427966311492,0.2072832457278152,-0.2905390124909193,0.25140296762466824,0.93910199219146,1.0,-0.4110532564878135,-0.46063170169939616
0.24346826571864802,0.7247759785960587,-0.4576256383146825,-0.14513925946612266,0.4500397064826016,0.381952444210096,0.19954923820662285,-0.1295681761022926,0.5087737457255597,-0.16330479172222717,0.381077721327667,0.1666820453157162,0.40145580298271427,-0.24951949663316528,0.4603414790172703,-0.008734835739697097,-0.4224290872604978,-0.4110532564878135,1.0,0.8000924203919638
0.20939999061719777,0.7519754627367001,-0.4546119317239329,-0.19371975146590406,0.5473783793616647,0.38968714836219726,0.23111654599576964,-0.1372245300047902,0.5469610416788191,-0.2093732850880658,0.4178664084345086,0.24638429894996627,0.42533229813496043,-0.22042871642992223,0.44827282945072383,-0.031667638420366795,-0.47165157027362814,-0.46063170169939616,0.8000924203919638,1.0
